,LOAN_ID,Monthly.Rpt.Prd,Servicer.Name,LAST_RT,LAST_UPB,Loan.Age,Months.To.Legal.Mat,Adj.Month.To.Mat,Maturity.Date,MSA,Delq.Status,MOD_FLAG,Zero.Bal.Code,ZB_DTE,LPI_DTE,FCC_DTE,DISP_DT,FCC_COST,PP_COST,AR_COST,IE_COST,TAX_COST,NS_PROCS,CE_PROCS,RMW_PROCS,O_PROCS,NON_INT_UPB,PRIN_FORG_UPB_FHFA,REPCH_FLAG,PRIN_FORG_UPB_OTH,TRANSFER_FLG
4919876,343961788527,03/01/2010,OTHER,5.25,,-1,361,360.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919877,343961788527,04/01/2010,,5.25,,0,360,360.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919878,343961788527,05/01/2010,,5.25,,1,359,358.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919879,343961788527,06/01/2010,,5.25,,2,358,357.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919880,343961788527,07/01/2010,,5.25,,3,357,357.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919881,343961788527,08/01/2010,,5.25,,4,356,356.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919882,343961788527,09/01/2010,,5.25,167028.04,5,355,355.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919883,343961788527,10/01/2010,,5.25,166831.09,6,354,354.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919884,343961788527,11/01/2010,,5.25,166633.28,7,353,353.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919885,343961788527,12/01/2010,,5.25,166147.89,8,352,351.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919886,343961788527,01/01/2011,,5.25,166147.89,9,351,351.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919887,343961788527,02/01/2011,,5.25,165744.68,10,350,349.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919888,343961788527,03/01/2011,,5.25,165744.68,11,349,349.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919889,343961788527,04/01/2011,,5.25,165541.38,12,348,348.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919890,343961788527,05/01/2011,,5.25,165337.92,13,347,347.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919891,343961788527,06/01/2011,,5.25,165132.84,14,346,346.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919892,343961788527,07/01/2011,,5.25,164926.87,15,345,345.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919893,343961788527,08/01/2011,,5.25,164720.0,16,344,344.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919894,343961788527,09/01/2011,,5.25,164512.22,17,343,343.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919895,343961788527,10/01/2011,,5.25,164304.26,18,342,342.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919896,343961788527,11/01/2011,,5.25,164095.39,19,341,341.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919897,343961788527,12/01/2011,,5.25,163885.61,20,340,340.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919898,343961788527,01/01/2012,,5.25,163674.91,21,339,339.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919899,343961788527,02/01/2012,,5.25,163463.29,22,338,338.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919900,343961788527,03/01/2012,,5.25,163250.74,23,337,337.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919901,343961788527,04/01/2012,,5.25,163037.26,24,336,336.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919902,343961788527,05/01/2012,,5.25,162822.05,25,335,335.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919903,343961788527,06/01/2012,,5.25,162605.9,26,334,334.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919904,343961788527,07/01/2012,,5.25,162388.8,27,333,333.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919905,343961788527,08/01/2012,,5.25,162170.75,28,332,332.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919906,343961788527,09/01/2012,,5.25,161951.75,29,331,331.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919907,343961788527,10/01/2012,,5.25,161732.0,30,330,330.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
4919908,343961788527,11/01/2012,,5.25,161511.29,31,329,329.0,04/2040,25540,0,N,,,,,,,,,,,,,,,,,,,N
