,LOAN_ID,Monthly.Rpt.Prd,Servicer.Name,LAST_RT,LAST_UPB,Loan.Age,Months.To.Legal.Mat,Adj.Month.To.Mat,Maturity.Date,MSA,Delq.Status,MOD_FLAG,Zero.Bal.Code,ZB_DTE,LPI_DTE,FCC_DTE,DISP_DT,FCC_COST,PP_COST,AR_COST,IE_COST,TAX_COST,NS_PROCS,CE_PROCS,RMW_PROCS,O_PROCS,NON_INT_UPB,PRIN_FORG_UPB_FHFA,REPCH_FLAG,PRIN_FORG_UPB_OTH,TRANSFER_FLG
1644661,181623075119,03/01/2010,OTHER,4.5,,1,179,178.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644662,181623075119,04/01/2010,,4.5,,2,178,176.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644663,181623075119,05/01/2010,,4.5,,3,177,175.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644664,181623075119,06/01/2010,,4.5,,4,176,174.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644665,181623075119,07/01/2010,,4.5,,5,175,172.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644666,181623075119,08/01/2010,,4.5,,6,174,171.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644667,181623075119,09/01/2010,,4.5,124269.29,7,173,169.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644668,181623075119,10/01/2010,,4.5,123540.81,8,172,168.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644669,181623075119,11/01/2010,,4.5,122809.6,9,171,167.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644670,181623075119,12/01/2010,,4.5,122075.65,10,170,165.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644671,181623075119,01/01/2011,,4.5,121338.94,11,169,164.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644672,181623075119,02/01/2011,,4.5,120599.47,12,168,163.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644673,181623075119,03/01/2011,,4.5,119857.23,13,167,161.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644674,181623075119,04/01/2011,,4.5,119112.2,14,166,160.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644675,181623075119,05/01/2011,,4.5,118364.38,15,165,158.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644676,181623075119,06/01/2011,,4.5,117613.76,16,164,157.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644677,181623075119,07/01/2011,,4.5,116860.32,17,163,156.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644678,181623075119,08/01/2011,,4.5,116860.32,18,162,156.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644679,181623075119,09/01/2011,,4.5,115344.96,19,161,153.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644680,181623075119,10/01/2011,,4.5,114583.01,20,160,152.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644681,181623075119,11/01/2011,,4.5,113818.21,21,159,150.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644682,181623075119,12/01/2011,,4.5,113050.54,22,158,149.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644683,181623075119,01/01/2012,,4.5,113050.54,23,157,149.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644684,181623075119,02/01/2012,,4.5,111506.55,24,156,146.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644685,181623075119,03/01/2012,,4.5,110730.21,25,155,145.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644686,181623075119,04/01/2012,,4.5,109950.96,26,154,144.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
1644687,181623075119,05/01/2012,,4.5,109168.79,27,153,142.0,02/2025,14460,0,N,,,,,,,,,,,,,,,,,,,N
