,LOAN_ID,Monthly.Rpt.Prd,Servicer.Name,LAST_RT,LAST_UPB,Loan.Age,Months.To.Legal.Mat,Adj.Month.To.Mat,Maturity.Date,MSA,Delq.Status,MOD_FLAG,Zero.Bal.Code,ZB_DTE,LPI_DTE,FCC_DTE,DISP_DT,FCC_COST,PP_COST,AR_COST,IE_COST,TAX_COST,NS_PROCS,CE_PROCS,RMW_PROCS,O_PROCS,NON_INT_UPB,PRIN_FORG_UPB_FHFA,REPCH_FLAG,PRIN_FORG_UPB_OTH,TRANSFER_FLG
4990480,347373186544,02/01/2010,OTHER,4.625,,0,120,119.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990481,347373186544,03/01/2010,,4.625,,1,119,119.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990482,347373186544,04/01/2010,,4.625,,2,118,118.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990483,347373186544,05/01/2010,,4.625,,3,117,116.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990484,347373186544,06/01/2010,,4.625,,4,116,115.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990485,347373186544,07/01/2010,,4.625,,5,115,113.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990486,347373186544,08/01/2010,,4.625,95128.85,6,114,112.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990487,347373186544,09/01/2010,,4.625,94095.49,7,113,110.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990488,347373186544,10/01/2010,,4.625,93058.15,8,112,109.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990489,347373186544,11/01/2010,,4.625,92016.81,9,111,107.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990490,347373186544,12/01/2010,,4.625,89920.74,10,110,104.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990491,347373186544,01/01/2011,,4.625,89016.55,11,109,103.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990492,347373186544,02/01/2011,,4.625,89016.55,12,108,103.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990493,347373186544,03/01/2011,,4.625,88109.63,13,107,102.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990494,347373186544,04/01/2011,,4.625,87199.22,14,106,100.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990495,347373186544,05/01/2011,,4.625,86285.3,15,105,99.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990496,347373186544,06/01/2011,,4.625,85367.86,16,104,98.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990497,347373186544,07/01/2011,,4.625,84446.88,17,103,97.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990498,347373186544,08/01/2011,,4.625,83522.35,18,102,95.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990499,347373186544,09/01/2011,,4.625,82791.42,19,101,94.0,02/2020,39540,0,N,,,,,,,,,,,,,,,,,,,N
4990500,347373186544,10/01/2011,,4.625,82791.42,20,100,0.0,02/2020,39540,X,N,1.0,10/2011,,,,,,,,,,,,,,,N,,
