,LOAN_ID,Monthly.Rpt.Prd,Servicer.Name,LAST_RT,LAST_UPB,Loan.Age,Months.To.Legal.Mat,Adj.Month.To.Mat,Maturity.Date,MSA,Delq.Status,MOD_FLAG,Zero.Bal.Code,ZB_DTE,LPI_DTE,FCC_DTE,DISP_DT,FCC_COST,PP_COST,AR_COST,IE_COST,TAX_COST,NS_PROCS,CE_PROCS,RMW_PROCS,O_PROCS,NON_INT_UPB,PRIN_FORG_UPB_FHFA,REPCH_FLAG,PRIN_FORG_UPB_OTH,TRANSFER_FLG
4610986,328435607836,02/01/2010,"WELLS FARGO BANK, N.A.",5.5,,1,359,359.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4610987,328435607836,03/01/2010,,5.5,,2,358,358.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4610988,328435607836,04/01/2010,,5.5,,3,357,357.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4610989,328435607836,05/01/2010,,5.5,,4,356,356.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4610990,328435607836,06/01/2010,,5.5,,5,355,355.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4610991,328435607836,07/01/2010,,5.5,,6,354,354.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4610992,328435607836,08/01/2010,,5.5,252026.94,7,353,353.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4610993,328435607836,09/01/2010,,5.5,251739.88,8,352,352.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4610994,328435607836,10/01/2010,,5.5,251451.51,9,351,351.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4610995,328435607836,11/01/2010,,5.5,251161.82,10,350,350.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4610996,328435607836,12/01/2010,,5.5,250870.8,11,349,349.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4610997,328435607836,01/01/2011,,5.5,250578.44,12,348,348.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4610998,328435607836,02/01/2011,,5.5,250284.74,13,347,347.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4610999,328435607836,03/01/2011,,5.5,249989.7,14,346,346.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611000,328435607836,04/01/2011,,5.5,249693.31,15,345,345.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611001,328435607836,05/01/2011,,5.5,249395.56,16,344,344.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611002,328435607836,06/01/2011,,5.5,249096.44,17,343,343.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611003,328435607836,07/01/2011,,5.5,248795.95,18,342,342.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611004,328435607836,08/01/2011,,5.5,248494.08,19,341,341.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611005,328435607836,09/01/2011,,5.5,248190.83,20,340,340.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611006,328435607836,10/01/2011,,5.5,247886.19,21,339,339.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611007,328435607836,11/01/2011,,5.5,247580.15,22,338,338.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611008,328435607836,12/01/2011,,5.5,247272.71,23,337,337.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611009,328435607836,01/01/2012,,5.5,246963.86,24,336,336.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611010,328435607836,02/01/2012,,5.5,246653.6,25,335,335.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611011,328435607836,03/01/2012,,5.5,246341.92,26,334,334.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611012,328435607836,04/01/2012,,5.5,246028.81,27,333,333.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611013,328435607836,05/01/2012,,5.5,245714.26,28,332,332.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611014,328435607836,06/01/2012,,5.5,245398.27,29,331,331.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611015,328435607836,07/01/2012,,5.5,245080.83,30,330,330.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611016,328435607836,08/01/2012,,5.5,244761.94,31,329,329.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611017,328435607836,09/01/2012,,5.5,244441.59,32,328,328.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611018,328435607836,10/01/2012,,5.5,244119.77,33,327,327.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611019,328435607836,11/01/2012,,5.5,243796.47,34,326,326.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611020,328435607836,12/01/2012,,5.5,243471.69,35,325,325.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611021,328435607836,01/01/2013,,5.5,243145.42,36,324,324.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611022,328435607836,02/01/2013,,5.5,242817.66,37,323,323.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611023,328435607836,03/01/2013,,5.5,242488.39,38,322,322.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611024,328435607836,04/01/2013,,5.5,242157.62,39,321,321.0,01/2040,41860,0,N,,,,,,,,,,,,,,,,,,,N
4611025,328435607836,05/01/2013,,5.5,242157.62,40,320,0.0,01/2040,41860,X,N,1.0,05/2013,,,,,,,,,,,,,,,N,,
